date,run_timestamp,keyword,total_listings,competition_level,avg_offers,avg_likes,avg_price,sold_count,fast_sales,explosive_count,listings_under_24h,comp_score,offer_score,velocity_score,niche_score,verdict,opportunity_score,opportunity_tier
2026-06-11,2026-06-11 15:24:55,stanley cup rose,404,🟠 Medium Saturation,0.2,22.2,32.0,0,0,0,21,1,1,1,3,⚠️ Weak,14,⚠️ Weak
