date,run_timestamp,keyword,total_listings,fresh_listings,competition_level,avg_offers,avg_likes,avg_price,sold_count,fast_sales,explosive_count,listings_under_24h,comp_score,offer_score,velocity_score,niche_score,verdict,opportunity_score,opportunity_tier
2026-06-12,2026-06-12 10:45:18,stanley bottle,437,150,🟠 Medium Saturation,0.2,16.3,38.1,0,0,1,23,1,1,1,3,⚠️ Weak,14,⚠️ Weak
