date,run_timestamp,keyword,total_listings,fresh_listings,competition_level,avg_offers,avg_likes,avg_price,sold_count,fast_sales,explosive_count,listings_under_24h,comp_score,offer_score,velocity_score,niche_score,verdict,opportunity_score,opportunity_tier
2026-08-01,2026-08-01 01:24:00,"""stanley quencher rose""",191,71,🟡 Healthy Competition,1.3,32.9,41.8,0,0,2,6,2,1,1,4,👍 Promising,22,⚠️ Weak
