date,run_timestamp,keyword,total_listings,fresh_listings,competition_level,avg_offers,avg_likes,avg_price,sold_count,fast_sales,explosive_count,listings_under_24h,comp_score,offer_score,velocity_score,niche_score,verdict,opportunity_score,opportunity_tier
2026-07-31,2026-07-31 18:58:55,stanley quencher rose,215,71,🟠 Medium Saturation,1.1,34.4,40.2,0,0,2,10,2,1,1,4,👍 Promising,17,⚠️ Weak
