keyword,title,price,likes,views,brand,country,url
Crocs femme,Crocs (fausse) taille haute,8.0,11,0,Crocs,,https://www.vinted.fr/items/8757320720
Crocs femme,Crocs,25.0,54,0,Crocs,,https://www.vinted.fr/items/8854498057
Crocs femme,Chinelos Crocs originais,13.0,37,0,Crocs,,https://www.vinted.fr/items/8872251121
Crocs femme,Crocs,30.0,0,0,Crocs,,https://www.vinted.fr/items/8875317443
Crocs femme,Crocs neuf 37,30.0,34,0,Crocs,,https://www.vinted.fr/items/8858521995
Crocs femme,Welly crocs,6.0,1,0,Crocs,,https://www.vinted.fr/items/8873944091
Crocs femme,Crocs lilas,30.0,28,0,Crocs,,https://www.vinted.fr/items/8863606584
Crocs femme,Crocs burton,20.0,60,0,Burton,,https://www.vinted.fr/items/8865711389
Crocs femme,Pantofole Crocs donna taglia 37-38,20.0,16,0,Crocs,,https://www.vinted.fr/items/8737383554
Crocs femme,Crocs rose paillette femme taille 39/40,45.0,46,0,Crocs,,https://www.vinted.fr/items/8866739709
Crocs femme,Crocs Classic Clog Summer Édition,30.0,16,0,Crocs,,https://www.vinted.fr/items/8865777165
Crocs femme,Crocs,18.0,33,0,Crocs,,https://www.vinted.fr/items/8868474637
Crocs femme,Lot Charms Crocs,3.0,3,0,Crocs,,https://www.vinted.fr/items/8873775802
Crocs femme,Crocs,32.0,35,0,Crocs,,https://www.vinted.fr/items/8858464682
Crocs femme,Crocs,20.0,8,0,Crocs,,https://www.vinted.fr/items/8872296772
Crocs femme,crocs marron,30.0,31,0,Crocs,,https://www.vinted.fr/items/8863289416
Crocs femme,Crocs neuf,28.0,19,0,Crocs,,https://www.vinted.fr/items/8867944999
Crocs femme,crocs platform,25.0,52,0,Crocs,,https://www.vinted.fr/items/8867740236
Crocs femme,Crocs,9.0,27,0,Crocs,,https://www.vinted.fr/items/8864586052
Crocs femme,Crocs beige,36.99,0,0,Crocs,,https://www.vinted.fr/items/8875693530
Crocs femme,Crocs plateforme,35.0,59,0,Crocs,,https://www.vinted.fr/items/8846396790
Crocs femme,Tongs CROCS,15.0,32,0,Crocs,,https://www.vinted.fr/items/8815203235
Crocs femme,Crocs violette,20.0,0,0,Crocs,,https://www.vinted.fr/items/8875540452
Crocs femme,Crocs Orange,35.0,22,0,Crocs,,https://www.vinted.fr/items/8870677551
Crocs femme,Crocs,30.0,3,0,Crocs,,https://www.vinted.fr/items/8872143816
Crocs femme,"Crocs woman trainers,new",43.0,8,0,Crocs,,https://www.vinted.fr/items/8874030570
Crocs femme,Crocs t 40,19.99,1,0,Crocs,,https://www.vinted.fr/items/8873999242
Crocs femme,Sabots crocs roses,28.0,24,0,Crocs,,https://www.vinted.fr/items/8870778624
Crocs femme,Crocs homme 42M,50.0,3,0,Crocs,,https://www.vinted.fr/items/8872782703
Crocs femme,crocs echo clog,50.0,6,0,Crocs,,https://www.vinted.fr/items/8871259147
Crocs femme,Crocs,5.0,12,0,Shein,,https://www.vinted.fr/items/8861786209
Crocs femme,Sandales tongues crocs,15.0,4,0,Crocs,,https://www.vinted.fr/items/8873446918
Crocs femme,Croc Charms,1.0,32,0,Crocs,,https://www.vinted.fr/items/8473207444
Crocs femme,Pins pour crocs,1.0,26,0,Crocs,,https://www.vinted.fr/items/8810129301
Crocs femme,Crocs,10.0,14,0,Crocs,,https://www.vinted.fr/items/8782910708
Crocs femme,Crocs rose avec pins,18.5,12,0,Crocs,,https://www.vinted.fr/items/8866759986
Crocs femme,Crocs ballerines fleurs bleues,11.0,18,0,Crocs,,https://www.vinted.fr/items/8812251811
Crocs femme,Crocs simpson,25.0,17,0,Crocs,,https://www.vinted.fr/items/8815163023
Crocs femme,Crocs slippers maat 42,15.0,22,0,Crocs,,https://www.vinted.fr/items/8870364804
Crocs femme,Sabot Crocs,4.0,14,0,Crocs,,https://www.vinted.fr/items/8121584977
Crocs femme,Charms crocs,1.0,0,0,Crocs,,https://www.vinted.fr/items/8872515913
Crocs femme,CROCS Classic grise,23.0,6,0,Crocs,,https://www.vinted.fr/items/8871503496
Crocs femme,jibbitz crocs,4.0,5,0,Crocs,,https://www.vinted.fr/items/8861666676
Crocs femme,Sandales Crocs,35.0,29,0,Crocs,,https://www.vinted.fr/items/8867229495
Crocs femme,Crocs paillete,32.0,59,0,Crocs,,https://www.vinted.fr/items/8819332516
Crocs femme,Pins crocs carte algerie,2.5,5,0,,,https://www.vinted.fr/items/8869147003
Crocs femme,crocs bayaband clog neuve,35.0,46,0,Crocs,,https://www.vinted.fr/items/8872741041
Crocs femme,glitzernde Crocs Clogs # glitzernde Crocs Clogs,23.0,15,0,Crocs,,https://www.vinted.fr/items/8857391023
Crocs femme,Sandals Crocs,15.0,14,0,Crocs,,https://www.vinted.fr/items/8862930553
Crocs femme,"Original Crocs M5 W7 aubergine ,ca. Gr.37",16.0,21,0,Crocs,,https://www.vinted.fr/items/8862687314
Crocs femme,Crocs,20.0,25,0,Crocs,,https://www.vinted.fr/items/8866942729
Crocs femme,Crocs,30.0,85,0,Crocs,,https://www.vinted.fr/items/8842112468
Crocs femme,Crocs kaki,5.0,19,0,Crocs,,https://www.vinted.fr/items/7464683538
Crocs femme,Jibbitz,1.0,31,0,Crocs,,https://www.vinted.fr/items/8808889089
Crocs femme,Sandales Crocs Noir,18.0,8,0,Crocs,,https://www.vinted.fr/items/8871785593
Crocs femme,Crocs,28.0,17,0,Crocs,,https://www.vinted.fr/items/8783506233
Crocs femme,Crocs compensés,25.0,50,0,Crocs,,https://www.vinted.fr/items/8833514051
Crocs femme,"zoccoli leggeri, di alta qualità ed eleganti",49.0,15,0,Crocs,,https://www.vinted.fr/items/8860128797
Crocs femme,CROCS - classic mary jane clog crocs,40.0,35,0,Crocs,,https://www.vinted.fr/items/8873133461
Crocs femme,Crocs,40.0,35,0,Crocs,,https://www.vinted.fr/items/8863582933
Crocs femme,Sandalen van Crocs maat 10,17.0,3,0,Crocs,,https://www.vinted.fr/items/8875583041
