keyword,title,price,likes,views,brand,country,url,status,sold_confirmed,offers,published_at,age_hours,age_band,score,verdict
stanley bottle,Stanley | Iceflow Bottle (nieuw),27.5,24,0,Stanley,,https://www.vinted.fr/items/9110184986,active,False,0,2026-06-08 06:51:43 CEST,96.0,1 week,0,⚠️ Low
stanley bottle,Tea bottale,12.0,29,0,Stanley/Stella,,https://www.vinted.fr/items/9131091418,active,False,0,2026-06-10 06:51:43 CEST,48.0,72h,2,📊 Monitoring
stanley bottle,Light grey Stanley cup,25.0,6,0,Stanley,,https://www.vinted.fr/items/9112785091,active,False,0,2026-06-08 06:51:51 CEST,96.0,1 week,0,⚠️ Low
stanley bottle,Original Stanley Flasche,25.0,20,0,Stanley,,https://www.vinted.fr/items/9113767714,active,False,0,2026-06-08 06:51:52 CEST,96.0,1 week,0,⚠️ Low
stanley bottle,Stanley tumbler water bottle,40.0,1,0,Stanley,,https://www.vinted.fr/items/9112367067,active,False,0,2026-06-08 06:51:56 CEST,96.0,1 week,0,⚠️ Low
stanley bottle,Stanley cup,35.0,10,0,Stanley,,https://www.vinted.fr/items/9106893431,active,False,0,2026-06-07 06:52:03 CEST,120.0,1 week,0,⚠️ Low
stanley bottle,Purple Stanley Water Bottle,30.0,1,0,Stanley,,https://www.vinted.fr/items/9108973061,active,False,0,2026-06-08 06:52:04 CEST,96.0,1 week,0,⚠️ Low
stanley bottle,Stanley Flip Straw Aerolight 700ml,35.0,6,0,Stanley,,https://www.vinted.fr/items/9109430182,active,False,0,2026-06-08 06:52:08 CEST,96.0,1 week,0,⚠️ Low
stanley bottle,Stanley cup,17.0,12,0,Stanley,,https://www.vinted.fr/items/9106851054,active,False,0,2026-06-07 06:52:14 CEST,120.0,1 week,0,⚠️ Low
stanley bottle,tumbler loveshakefancy stanley purple,67.0,61,0,Stanley,,https://www.vinted.fr/items/9105947349,active,False,0,2026-06-07 06:52:19 CEST,120.0,1 week,0,⚠️ Low
